日期,渠道,区域,品类,用户层级,访问量,订单数,收入,退款订单数,退款金额,营销成本
2025-05-04,付费广告,华东,数码,新客,99,3,1521.1,0,0.0,401.32
2024-11-16,付费广告,西南,食品,沉睡唤醒,146,3,252.74,0,0.0,416.72
2024-05-21,转介绍,华北,食品,新客,55,5,602.18,0,0.0,34.17
2024-07-09,付费广告,华北,家居,活跃客,106,6,2461.67,2,600.93,291.73
2025-04-05,自然搜索,华北,办公,高价值客,83,11,4364.96,1,320.49,34.26
2025-02-11,付费广告,华南,家居,新客,84,2,659.25,0,0.0,222.59
2024-04-07,转介绍,华东,服饰,活跃客,44,3,851.14,0,0.0,24.29
2025-01-29,自然搜索,华北,家居,新客,84,2,640.84,0,0.0,37.99
2024-12-09,转介绍,华东,家居,沉睡唤醒,86,3,1007.23,0,0.0,49.13
2024-08-08,自然搜索,华东,数码,活跃客,85,4,2674.39,0,0.0,34.09
2024-06-26,自然搜索,西南,服饰,活跃客,87,7,2200.48,0,0.0,36.79
2025-05-13,付费广告,西南,家居,活跃客,89,4,1568.74,0,0.0,345.19
2024-03-19,自然搜索,华东,家居,新客,57,0,0.0,0,0.0,25.51
2025-01-13,内容种草,华南,食品,新客,67,2,244.21,0,0.0,68.37
2025-06-23,内容种草,华东,食品,沉睡唤醒,132,8,876.58,0,0.0,139.06
2025-06-03,付费广告,华东,家居,新客,99,1,322.01,0,0.0,385.64
2024-06-09,付费广告,西南,食品,活跃客,92,4,493.93,1,123.38,269.3
2024-02-22,付费广告,西南,食品,活跃客,69,2,324.99,0,0.0,186.87
2024-11-16,自然搜索,西南,服饰,新客,108,1,338.03,0,0.0,45.28
2025-02-22,付费广告,华北,家居,活跃客,97,5,2480.79,0,0.0,276.95
2024-12-17,自然搜索,华东,食品,活跃客,135,7,1056.67,0,0.0,59.53
2024-09-23,自然搜索,华南,食品,活跃客,116,8,1327.12,0,0.0,45.43
2024-09-26,付费广告,华东,食品,新客,91,2,261.65,0,0.0,257.68
2025-05-02,付费广告,西南,数码,活跃客,108,1,775.19,0,0.0,446.09
2024-10-18,自然搜索,华南,服饰,活跃客,83,6,2172.18,0,0.0,34.0
2024-09-07,付费广告,华东,食品,沉睡唤醒,111,2,268.66,0,0.0,316.28
2025-06-30,自然搜索,华北,服饰,新客,99,3,1056.65,0,0.0,44.43
2024-01-26,付费广告,华北,食品,活跃客,65,6,1027.0,0,0.0,195.85
2024-06-01,自然搜索,西南,办公,高价值客,77,10,4238.26,0,0.0,29.85
2024-03-01,付费广告,华东,食品,新客,96,1,134.65,0,0.0,288.83
2024-05-24,自然搜索,华南,办公,活跃客,71,3,698.85,1,217.88,30.83
2024-04-14,内容种草,华东,办公,新客,72,3,649.32,0,0.0,72.94
2024-08-22,付费广告,西南,服饰,高价值客,96,3,893.12,0,0.0,280.48
2025-03-24,转介绍,华东,办公,新客,58,4,937.01,0,0.0,35.75
2024-11-24,付费广告,华东,办公,新客,143,5,1143.89,0,0.0,435.62
2024-07-26,内容种草,华东,数码,新客,62,3,2125.09,0,0.0,60.46
2024-04-21,付费广告,华东,食品,活跃客,93,5,1035.61,0,0.0,259.57
2024-11-17,自然搜索,华南,办公,高价值客,115,10,4080.85,0,0.0,47.73
2025-04-29,内容种草,华北,家居,活跃客,108,2,818.01,0,0.0,121.11
2024-11-22,付费广告,华东,数码,活跃客,128,9,6364.66,0,0.0,343.66
2024-12-29,内容种草,华北,数码,新客,98,4,2270.76,0,0.0,96.99
2024-02-13,付费广告,西南,数码,高价值客,85,11,12392.34,0,0.0,251.14
2024-03-21,自然搜索,华东,食品,高价值客,69,8,1518.01,0,0.0,30.74
2024-02-01,转介绍,华东,办公,高价值客,46,4,1399.73,0,0.0,24.88
2024-01-13,付费广告,华北,服饰,活跃客,75,7,2804.54,0,0.0,219.66
2024-04-07,付费广告,华东,家居,高价值客,95,2,1336.98,0,0.0,277.5
2025-05-22,内容种草,华北,数码,活跃客,87,3,2085.33,0,0.0,98.11
2025-03-01,内容种草,华东,家居,活跃客,66,3,1101.12,0,0.0,70.9
2025-04-15,自然搜索,西南,家居,新客,99,0,0.0,0,0.0,43.5
2024-10-05,自然搜索,华东,办公,高价值客,80,9,2703.59,0,0.0,33.58
2024-08-02,付费广告,西南,数码,高价值客,85,3,2871.51,0,0.0,256.79
2024-11-25,转介绍,华北,办公,新客,66,1,240.61,0,0.0,35.55
2024-02-29,自然搜索,华北,家居,活跃客,65,4,1270.4,1,244.09,27.73
2024-03-01,转介绍,西南,服饰,沉睡唤醒,46,2,522.89,0,0.0,24.75
2024-09-09,付费广告,华东,食品,新客,84,4,472.3,0,0.0,251.8
2024-02-14,转介绍,华北,服饰,活跃客,39,1,280.07,0,0.0,24.26
2024-12-08,转介绍,华南,数码,沉睡唤醒,79,0,0.0,0,0.0,43.68
2024-08-11,内容种草,华东,办公,高价值客,71,4,1491.4,0,0.0,68.7
2024-09-18,自然搜索,华东,数码,活跃客,85,4,3160.61,0,0.0,34.97
2024-05-07,自然搜索,西南,服饰,高价值客,61,8,4495.14,0,0.0,23.92
2024-10-29,自然搜索,华北,家居,活跃客,68,4,1554.94,1,283.92,28.97
2025-03-25,自然搜索,华南,办公,沉睡唤醒,105,2,467.87,0,0.0,45.02
2024-12-31,自然搜索,华北,家居,新客,115,5,1462.15,0,0.0,50.6
2024-10-22,自然搜索,华南,服饰,新客,88,0,0.0,0,0.0,39.71
2024-02-25,自然搜索,华南,食品,新客,65,2,250.47,0,0.0,28.07
2024-01-15,付费广告,华北,数码,活跃客,90,5,3146.47,1,619.92,271.67
2024-03-24,付费广告,西南,服饰,新客,67,4,1081.46,2,480.8,197.95
2024-10-19,自然搜索,西南,数码,活跃客,78,6,5456.08,1,724.07,31.42
2024-07-09,付费广告,华东,数码,活跃客,92,6,4108.61,0,0.0,249.14
2025-04-12,自然搜索,华北,办公,活跃客,101,8,2033.93,0,0.0,43.9
2024-03-09,转介绍,华东,数码,沉睡唤醒,49,3,1738.54,0,0.0,29.07
2024-04-09,自然搜索,华东,食品,活跃客,52,3,440.21,0,0.0,20.13
2025-03-19,自然搜索,华东,服饰,活跃客,72,3,895.65,1,281.72,28.77
2024-11-19,付费广告,华东,服饰,新客,124,4,1018.91,1,236.89,338.15
2024-07-17,内容种草,华南,数码,新客,65,0,0.0,0,0.0,63.65
2025-02-08,付费广告,西南,食品,活跃客,103,5,757.7,0,0.0,300.81
2024-01-16,付费广告,华北,办公,活跃客,93,2,499.08,0,0.0,282.81
2025-05-23,内容种草,华东,数码,活跃客,86,6,5647.44,0,0.0,89.58
2024-07-07,内容种草,华北,数码,新客,61,1,602.58,0,0.0,62.42
2024-02-26,内容种草,华北,服饰,高价值客,48,2,865.12,1,323.9,49.57
2025-06-16,付费广告,西南,食品,活跃客,126,2,247.44,1,111.17,513.49
2025-01-25,内容种草,华北,办公,沉睡唤醒,75,2,427.57,0,0.0,83.93
2024-05-05,内容种草,华东,服饰,活跃客,55,2,559.16,0,0.0,53.81
2025-04-27,内容种草,西南,食品,活跃客,106,8,1189.34,0,0.0,118.31
2024-01-25,自然搜索,华东,家居,活跃客,74,9,4331.55,0,0.0,30.68
2025-03-16,自然搜索,华南,家居,沉睡唤醒,79,4,1124.01,0,0.0,33.44
2024-01-31,转介绍,华南,办公,高价值客,36,1,323.79,0,0.0,21.45
2024-06-03,付费广告,西南,办公,活跃客,97,5,1312.01,0,0.0,286.68
2025-05-13,内容种草,西南,服饰,活跃客,97,2,810.58,1,386.39,99.09
2024-11-19,内容种草,华北,数码,活跃客,104,4,3180.82,0,0.0,113.02
2024-06-30,付费广告,华东,家居,新客,94,5,1832.61,0,0.0,259.5
2024-12-11,付费广告,华南,办公,高价值客,151,12,4133.15,0,0.0,401.34
2024-02-01,自然搜索,华东,食品,高价值客,82,5,818.91,0,0.0,32.06
2024-08-30,自然搜索,华南,服饰,新客,85,4,1046.2,0,0.0,36.54
2024-12-23,付费广告,华南,家居,活跃客,139,10,4212.63,1,375.75,372.77
2024-06-30,自然搜索,华南,服饰,新客,97,9,2354.62,0,0.0,38.96
2025-06-03,转介绍,华南,办公,沉睡唤醒,65,2,457.48,0,0.0,38.25
2024-07-05,自然搜索,华东,食品,活跃客,73,4,641.04,1,145.67,31.39
2025-06-10,内容种草,华南,数码,活跃客,111,9,6556.89,2,1395.76,110.64
2024-05-29,内容种草,华北,家居,沉睡唤醒,59,2,697.74,2,655.58,65.7
2025-06-18,转介绍,华南,办公,高价值客,67,12,4768.34,1,315.77,40.92
2024-05-12,付费广告,华南,服饰,沉睡唤醒,74,1,290.04,0,0.0,210.31
2024-09-23,自然搜索,华南,食品,活跃客,79,4,575.99,0,0.0,33.58
2025-04-06,自然搜索,华东,食品,沉睡唤醒,73,3,295.67,0,0.0,30.38
2024-01-24,自然搜索,西南,家居,活跃客,86,3,1198.49,0,0.0,34.21
2024-01-22,内容种草,华南,食品,高价值客,62,5,1124.81,0,0.0,68.68
2025-03-05,自然搜索,西南,数码,活跃客,89,5,4279.86,0,0.0,35.75
2024-03-09,自然搜索,华东,家居,活跃客,68,3,1204.45,0,0.0,29.17
2025-06-25,付费广告,华东,食品,新客,128,4,534.14,1,110.95,497.33
2024-08-21,付费广告,华南,家居,新客,102,1,278.28,0,0.0,288.29
2024-08-28,转介绍,华南,数码,新客,53,0,0.0,0,0.0,28.89
2025-04-11,付费广告,华南,服饰,活跃客,99,5,1891.06,0,0.0,387.59
2025-02-03,内容种草,华南,食品,活跃客,67,3,501.47,0,0.0,73.17
2024-06-04,自然搜索,华北,办公,高价值客,95,8,2830.85,0,0.0,42.43
2024-10-25,内容种草,华东,数码,活跃客,85,5,3650.86,0,0.0,82.62
2025-04-22,自然搜索,华北,办公,沉睡唤醒,80,1,267.26,1,256.37,33.47
2024-06-13,付费广告,西南,服饰,活跃客,100,1,274.71,0,0.0,278.67
2024-03-06,付费广告,华东,数码,活跃客,77,4,2553.68,0,0.0,214.09
2024-02-21,自然搜索,华南,家居,活跃客,76,8,3481.53,0,0.0,32.06
2025-05-29,自然搜索,华南,家居,活跃客,109,7,2638.0,1,355.09,46.4
2024-07-09,自然搜索,华南,办公,活跃客,76,4,1068.81,0,0.0,32.3
2024-06-25,内容种草,华东,食品,活跃客,69,6,959.61,0,0.0,75.47
2024-01-01,付费广告,华东,食品,活跃客,79,4,551.57,0,0.0,220.91
2024-08-10,付费广告,西南,数码,新客,113,5,3147.86,1,595.74,305.92
2024-03-03,内容种草,华北,服饰,高价值客,46,1,350.91,0,0.0,51.09
2025-05-14,转介绍,华东,食品,新客,45,1,113.38,0,0.0,28.11
2025-05-17,自然搜索,华北,食品,沉睡唤醒,95,4,449.8,0,0.0,37.95
2024-03-17,自然搜索,华南,服饰,活跃客,67,7,2374.34,0,0.0,28.12
2024-09-17,内容种草,华东,家居,新客,88,4,1267.77,0,0.0,85.78
2024-07-13,自然搜索,华东,数码,活跃客,87,5,3921.38,0,0.0,33.9
2024-12-14,转介绍,华东,家居,高价值客,64,3,1676.22,0,0.0,36.69
2024-02-14,转介绍,西南,数码,活跃客,52,6,4268.6,0,0.0,32.08
2025-05-06,转介绍,华北,服饰,新客,55,4,1011.78,0,0.0,32.12
2024-05-18,转介绍,华东,办公,新客,48,2,457.63,0,0.0,27.83
2024-04-03,付费广告,华南,服饰,沉睡唤醒,96,1,209.47,1,208.73,257.62
2024-03-23,转介绍,华南,数码,新客,36,0,0.0,0,0.0,21.84
2024-06-19,付费广告,西南,家居,活跃客,92,6,1865.67,0,0.0,251.06
2025-05-23,付费广告,西南,食品,高价值客,100,4,738.43,0,0.0,385.26
2024-06-03,自然搜索,华南,办公,活跃客,76,3,868.08,0,0.0,32.15
2024-06-06,付费广告,华南,办公,高价值客,90,6,1930.15,0,0.0,244.47
2024-06-13,付费广告,华北,数码,活跃客,75,2,1369.75,0,0.0,216.86
2024-07-03,付费广告,华东,服饰,活跃客,88,1,329.43,0,0.0,233.58
2025-01-03,付费广告,华南,家居,新客,81,1,364.64,1,357.79,217.51
2024-11-21,内容种草,华东,服饰,活跃客,108,3,918.64,1,239.76,104.86
2024-10-27,内容种草,华南,数码,活跃客,60,0,0.0,0,0.0,60.97
2024-12-27,内容种草,西南,食品,新客,109,1,102.4,0,0.0,117.66
2025-05-26,自然搜索,华南,家居,活跃客,75,2,707.17,0,0.0,33.21
2025-04-04,付费广告,华南,服饰,高价值客,96,6,2622.96,0,0.0,406.63
2024-03-01,付费广告,西南,家居,活跃客,84,3,1045.52,0,0.0,250.13
2024-09-10,内容种草,华南,食品,活跃客,66,2,283.91,0,0.0,68.54
2024-02-03,自然搜索,华南,食品,高价值客,70,3,791.63,0,0.0,28.36
2024-11-18,自然搜索,华南,家居,新客,132,3,1062.56,0,0.0,54.42
2024-12-04,自然搜索,华北,家居,新客,127,2,687.31,0,0.0,54.86
2024-08-10,付费广告,华南,办公,高价值客,77,9,2748.28,0,0.0,212.22
2024-06-21,自然搜索,华东,办公,活跃客,93,6,1523.03,0,0.0,39.06
2025-05-23,转介绍,华北,办公,沉睡唤醒,66,5,994.4,0,0.0,38.42
2025-03-21,内容种草,华北,服饰,沉睡唤醒,69,1,221.79,0,0.0,74.55
2024-06-07,付费广告,华东,服饰,高价值客,94,4,1995.58,1,472.32,251.61
2024-05-10,内容种草,西南,家居,沉睡唤醒,62,2,685.96,1,319.66,63.84
2024-05-16,付费广告,华北,家居,沉睡唤醒,73,1,270.96,0,0.0,213.9
2024-02-26,自然搜索,华南,服饰,活跃客,75,2,698.88,0,0.0,31.6
2024-12-28,自然搜索,华南,服饰,活跃客,114,5,1593.56,0,0.0,49.35
2024-02-04,内容种草,华南,服饰,活跃客,53,4,1169.18,0,0.0,52.86
2024-12-11,内容种草,华南,服饰,新客,122,5,1080.05,0,0.0,133.11
2024-07-04,内容种草,华南,食品,新客,62,2,267.17,0,0.0,68.25
2024-01-02,内容种草,华北,办公,新客,51,2,404.58,0,0.0,49.31
2024-09-15,自然搜索,华东,办公,活跃客,94,6,1632.69,0,0.0,36.59
2024-08-08,转介绍,华东,食品,新客,56,3,434.25,0,0.0,30.13
2024-06-24,内容种草,华北,食品,新客,69,2,255.67,0,0.0,73.46
2024-09-04,转介绍,华东,服饰,新客,65,3,844.84,0,0.0,35.87
2025-02-21,自然搜索,华北,食品,沉睡唤醒,81,3,330.28,0,0.0,31.33
2024-09-24,自然搜索,华南,数码,活跃客,77,7,4734.91,0,0.0,33.35
2024-12-04,付费广告,华东,办公,沉睡唤醒,150,4,789.57,0,0.0,443.78
2024-06-28,内容种草,西南,数码,活跃客,62,4,3110.82,1,698.63,63.97
2024-07-13,自然搜索,华南,食品,活跃客,64,6,870.32,0,0.0,28.84
2024-10-11,内容种草,华北,家居,沉睡唤醒,71,1,305.18,0,0.0,74.88
2025-01-03,转介绍,华东,办公,高价值客,50,4,1400.44,0,0.0,29.57
2024-12-17,自然搜索,华南,食品,高价值客,117,11,2605.84,1,203.4,49.88
2024-04-26,付费广告,华南,家居,新客,58,1,306.78,0,0.0,154.6
2024-02-08,自然搜索,华东,食品,活跃客,79,7,815.11,0,0.0,35.28
2024-12-19,付费广告,华东,家居,高价值客,121,9,5430.83,0,0.0,357.86
2025-04-23,付费广告,华北,家居,新客,89,2,681.1,0,0.0,329.18
2025-05-28,自然搜索,西南,数码,活跃客,98,4,3561.89,0,0.0,41.95
2024-03-02,付费广告,华北,家居,活跃客,99,6,2401.22,0,0.0,304.16
2024-10-20,自然搜索,华南,办公,新客,68,1,182.88,0,0.0,28.14
2024-06-02,转介绍,华南,办公,活跃客,54,6,1533.19,0,0.0,30.23
2024-12-31,付费广告,华东,数码,新客,133,6,3953.03,1,515.65,358.17
2024-11-25,付费广告,西南,食品,活跃客,126,5,762.35,0,0.0,379.96
2024-10-02,内容种草,华北,家居,新客,74,5,1503.24,0,0.0,79.17
2024-06-21,内容种草,华东,数码,活跃客,74,4,2487.85,1,615.15,79.53
2025-01-11,自然搜索,西南,家居,沉睡唤醒,93,2,671.3,0,0.0,39.24
2024-08-10,自然搜索,华南,数码,新客,70,5,3656.11,1,593.99,31.16
2024-10-31,内容种草,华北,家居,活跃客,72,5,2190.38,1,359.69,74.98
2024-05-27,转介绍,华南,食品,活跃客,53,4,595.17,0,0.0,31.98
2024-10-23,自然搜索,华南,办公,活跃客,70,5,1324.87,0,0.0,31.19
2024-05-24,付费广告,华北,食品,活跃客,90,4,605.03,0,0.0,258.88
2024-10-04,自然搜索,华北,办公,活跃客,85,6,1542.75,0,0.0,35.47
2024-08-14,自然搜索,华东,服饰,高价值客,87,9,3416.85,0,0.0,38.96
2024-02-09,自然搜索,华东,服饰,高价值客,76,5,2199.11,0,0.0,34.46
2024-08-29,转介绍,华东,办公,活跃客,48,2,597.94,0,0.0,26.8
2024-06-28,自然搜索,华东,数码,活跃客,79,5,5500.07,0,0.0,31.09
2025-05-02,自然搜索,华东,办公,新客,80,3,533.39,1,134.62,36.2
2024-09-04,内容种草,西南,家居,活跃客,70,6,3192.99,0,0.0,68.26
2024-04-03,付费广告,华南,家居,新客,91,3,788.34,0,0.0,268.0
2024-06-24,付费广告,华东,办公,活跃客,105,3,738.18,0,0.0,292.81
2025-01-22,转介绍,华南,家居,活跃客,46,2,798.76,0,0.0,26.66
2024-07-09,自然搜索,华南,办公,高价值客,75,4,1272.4,0,0.0,31.87
2024-10-10,自然搜索,西南,食品,新客,68,3,419.94,0,0.0,27.96
2024-11-15,付费广告,华东,服饰,沉睡唤醒,150,3,643.46,1,185.02,424.31
2025-02-02,转介绍,华北,办公,沉睡唤醒,60,3,573.48,1,153.09,32.39
2024-12-07,自然搜索,华东,服饰,活跃客,106,4,1033.66,0,0.0,43.92
2024-06-21,付费广告,华南,服饰,活跃客,100,5,1727.19,0,0.0,303.26
2024-11-27,内容种草,华南,数码,沉睡唤醒,97,1,566.99,0,0.0,101.52
2024-04-25,付费广告,华北,服饰,活跃客,91,1,282.49,0,0.0,240.88
2024-10-26,付费广告,华北,数码,活跃客,89,3,2683.32,1,666.65,233.58
2024-08-21,自然搜索,西南,食品,活跃客,81,7,1158.62,0,0.0,33.63
2024-11-07,转介绍,华东,家居,新客,65,4,1453.72,1,342.22,37.86
2025-02-04,付费广告,华东,数码,新客,85,2,1147.37,0,0.0,231.78
2024-03-15,付费广告,西南,食品,新客,83,1,120.54,0,0.0,232.8
2024-11-01,转介绍,华东,服饰,沉睡唤醒,82,2,611.92,0,0.0,50.77
2025-06-21,内容种草,华北,服饰,新客,106,4,1032.47,1,227.49,110.53
2024-01-15,自然搜索,华东,服饰,新客,85,5,1305.55,1,240.12,34.5
2024-11-15,自然搜索,华东,食品,新客,108,6,803.51,0,0.0,43.39
2024-07-30,内容种草,华南,家居,活跃客,63,5,2658.65,0,0.0,61.31
2025-03-26,付费广告,华北,服饰,沉睡唤醒,99,2,505.23,0,0.0,285.37
2024-09-11,付费广告,华东,办公,活跃客,91,6,1650.34,0,0.0,251.64
2025-01-26,转介绍,西南,家居,沉睡唤醒,55,0,0.0,0,0.0,29.44
2024-03-15,付费广告,华东,家居,活跃客,83,5,2163.56,0,0.0,228.09
2024-08-28,转介绍,华北,家居,新客,40,2,636.54,0,0.0,23.45
2025-05-25,付费广告,华南,办公,活跃客,97,1,333.34,0,0.0,362.61
2025-06-07,自然搜索,西南,食品,活跃客,92,6,783.24,0,0.0,39.93
2025-04-24,付费广告,华南,办公,新客,113,1,217.77,1,213.34,445.1
2024-05-26,转介绍,西南,办公,沉睡唤醒,45,0,0.0,0,0.0,26.52
2025-01-19,付费广告,华东,食品,新客,89,2,227.8,0,0.0,247.06
2024-01-07,内容种草,华南,家居,高价值客,59,5,2216.51,1,353.55,63.58
2024-08-21,付费广告,西南,服饰,新客,92,4,966.7,0,0.0,252.14
2025-02-26,付费广告,华南,数码,新客,92,1,636.71,0,0.0,271.42
2024-04-07,内容种草,华南,数码,新客,59,2,1263.09,0,0.0,65.65
2024-12-25,付费广告,华东,数码,活跃客,147,9,6403.32,0,0.0,436.54
2025-06-29,付费广告,华南,数码,活跃客,107,5,3505.51,1,683.69,428.5
2025-02-02,转介绍,华东,办公,新客,53,3,851.25,0,0.0,32.66
2024-12-20,付费广告,华北,食品,活跃客,126,8,927.95,0,0.0,371.73
2025-01-25,内容种草,华北,服饰,活跃客,69,2,669.64,1,282.69,70.88
2025-04-14,付费广告,华东,办公,新客,79,0,0.0,0,0.0,299.21
2025-01-07,自然搜索,华东,家居,新客,76,4,1144.4,0,0.0,30.06
2024-12-16,自然搜索,华北,服饰,沉睡唤醒,110,4,1036.9,1,256.51,43.39
2024-07-29,内容种草,华东,办公,沉睡唤醒,64,2,434.03,0,0.0,71.92
2025-02-26,付费广告,华东,数码,活跃客,97,4,3479.57,0,0.0,276.64
2024-02-26,自然搜索,华东,家居,新客,56,3,1316.67,0,0.0,24.4
2024-02-11,内容种草,华南,食品,沉睡唤醒,46,1,122.54,0,0.0,51.1
2024-08-23,自然搜索,华南,家居,活跃客,95,4,1553.82,1,306.57,42.32
2024-03-14,内容种草,华东,食品,活跃客,57,3,539.7,0,0.0,58.36
2025-04-26,付费广告,华南,数码,高价值客,104,4,4037.64,1,915.81,395.33
2025-04-21,自然搜索,华东,办公,高价值客,93,9,3315.23,0,0.0,38.4
2024-11-04,内容种草,华东,服饰,沉睡唤醒,92,4,1033.21,0,0.0,91.39
2024-01-14,自然搜索,华北,数码,新客,68,2,1112.33,0,0.0,27.25
2025-06-23,自然搜索,华南,服饰,活跃客,90,5,1375.47,2,418.92,37.39
2025-06-05,付费广告,华南,办公,新客,137,4,915.18,0,0.0,576.07
2025-03-18,内容种草,华北,数码,新客,69,6,3621.97,0,0.0,75.08
2025-03-20,付费广告,华东,食品,高价值客,106,7,1465.83,0,0.0,308.84
2024-06-22,付费广告,华南,家居,活跃客,99,2,756.02,1,364.62,269.39
2024-01-13,付费广告,华东,家居,活跃客,83,5,2368.98,1,364.87,220.95
2025-02-01,付费广告,西南,食品,新客,105,2,218.03,0,0.0,286.17
2024-04-22,付费广告,华东,数码,新客,71,2,1345.96,0,0.0,192.06
2024-06-17,自然搜索,华东,办公,高价值客,94,9,2823.68,1,231.72,40.35
2025-06-19,内容种草,西南,办公,沉睡唤醒,116,5,1089.67,1,215.74,119.54
2024-03-06,内容种草,华北,服饰,沉睡唤醒,58,2,552.83,0,0.0,65.15
2024-04-10,付费广告,华南,食品,新客,69,5,731.14,1,129.87,191.25
2024-12-02,自然搜索,华南,食品,新客,97,5,726.18,0,0.0,41.39
2024-09-15,内容种草,华南,家居,新客,67,3,830.62,0,0.0,71.06
2025-05-19,转介绍,华北,家居,沉睡唤醒,52,3,1192.48,0,0.0,28.09
2024-03-29,内容种草,华东,数码,高价值客,68,7,8644.71,0,0.0,67.61
2025-03-17,自然搜索,华东,服饰,活跃客,78,6,2021.08,0,0.0,33.02
2024-01-04,付费广告,华东,食品,高价值客,83,7,1488.73,0,0.0,225.21
2025-06-30,转介绍,华南,数码,沉睡唤醒,61,3,1850.62,0,0.0,37.34
2024-01-10,自然搜索,华东,办公,高价值客,70,4,1500.6,1,312.48,27.59
2024-02-12,自然搜索,西南,家居,新客,64,2,750.13,0,0.0,28.82
2024-02-20,内容种草,华东,家居,新客,52,2,612.38,0,0.0,51.96
2024-05-05,转介绍,华南,食品,高价值客,58,5,1031.63,0,0.0,35.59
2025-01-22,付费广告,西南,数码,活跃客,92,4,2941.94,0,0.0,258.15
2024-10-25,内容种草,华东,数码,新客,80,1,538.68,0,0.0,88.16
2025-05-16,自然搜索,华东,服饰,沉睡唤醒,96,3,686.89,1,184.88,41.8
2025-06-19,付费广告,华北,办公,活跃客,117,4,1110.31,0,0.0,481.9
2024-01-11,转介绍,华东,办公,沉睡唤醒,52,3,741.82,0,0.0,30.03
2024-12-27,自然搜索,华南,办公,高价值客,106,9,2335.11,0,0.0,44.15
2024-07-19,转介绍,华北,家居,高价值客,49,2,1366.66,0,0.0,28.72
